category,title,description
IT,,"'- تقديم الدعم الفني او التدريب للانظمة والشبكات المتاحة في الموسسة
- تحديد متطلبات التطوير بناء علي دراسة احتياجات الشركة ، ويضع الخطط اللازمة لتحقيق التطوير المطلوب
- متابعة تشغيل النظم المطبقة ويقيم كفاءتها ويشرف علي تحليل احتياجات الادارات المستخدمة لهذه النظم ويضع الخطط الخاصة بتامين هذه الاحتياجات
- تحديد مواصفات الحلول البديلة والاضافات والتحديثات اللازمة ويدرس جدواها فنيا واقتصاديا
- دراسة وتحليل مشاكل تشغيل النظم المستخدمة ويضع الحلول الجذرية لمنع تكرارها ويقوم بعرضها علي الادارة العليا ويشرف علي تنفيذها
- متابعة كفاءة عمل اجهزة الحاسب الالي وشبكة المعلومات واجهزة الطباعة ويتحقق من ملاءمتها لجميع المتطلبات
- متابعة اصلاح الاعطال في اسرع وقت ويعمل علي تقليل الاعطال الي الحد الادني
- تثبيت وتكوين البرامج والاجهزة (الطابعات وبطاقات الشبكة وغيرها من الاجهزة المختلفة)
- مراقبة النظام ومراقبة اداء الشبكات
- استكشاف الاخطاء واصلاحها والعمل علي استعادة البيانات
- متابعة انشطة الصيانة وتحسين الاداء (مثل تجهيز النسخ الاحتياطية)"
IT,,'- مطلوب مدخل بيانات للعمل عن بعد من يوم الاحد الي الخميس بمعدل 3 ساعات عمل يوميا
IT,,"'- Troubleshoot and resolve technical issues related to hardware, software, and network systems
- Install, configure, and maintain IT systems, and servers
- Install updates and patches to ensure the functionality and performance of IT systems
- Respond to user inquiries and provide technical support via phone, email, or in person
- Attention to detail"
IT,,"'- الاشراف علي وضع بروتوكولات لاستخدام تكنولوجيا المعلومات عبر الادارات والمشاريع المختلفة
- تقديم المشورة بشان انسب خيارات تكنولوجيا المعلومات
- تقديم الدعم الفني او التدريب للانظمة والشبكات المتاحة في الشركة
- تحديد متطلبات التطوير بناء علي دراسة احتياجات الشركة ، ووضع الخطط اللازمة لتحقيق التطوير المطلوب
- متابعة تشغيل النظم المطبقة وتقيم كفاءتها والاشراف علي تحليل احتياجات الادارات المستخدمة لهذه النظم ووضع الخطط الخاصة بتامين هذه الاحتياجات
- تحديد مواصفات الحلول البديلة والاضافات والتحديثات اللازمة ودراسة جدواها فنيا واقتصاديا
- دراسة وتحليل مشاكل تشغيل النظم المستخدمة ووضع الحلول الجذرية لمنع تكرارها والقيام بعرضها علي الادارة العليا والاشراف علي تنفيذها
- متابعة كفاءة عمل اجهزة الحاسب الالي وشبكة المعلومات واجهزة الطباعة والتحقق من ملاءمتها لجميع المتطلبات
- متابعة اصلاح الاعطال في اسرع وقت ويعمل علي تقليل الاعطال الي الحد الادني
- تثبيت وتكوين البرامج والاجهزة (الطابعات وبطاقات الشبكة وغيرها من الاجهزة المختلفة)
- مراقبة النظام ومراقبة اداء الشبكات
- استكشاف الاخطاء واصلاحها والعمل علي استعادة البيانات
- متابعة انشطة الصيانة وتحسين الاداء (مثل تجهيز النسخ الاحتياطية)
- الحفاظ علي التراخيص ومراجعة مدي صلاحيتها ومتابعة تجديدها"
IT,,"The programmer must have the ability to work in the following field:
- Programming an introductory website
- Programming an electronic application
- Website Development
- Hosting and booking a domain
- Programming an online store application
- Programming an online store website"
IT,,'- مطلوب مسول شبكات وتقنية معلومات لديه معرفة تامة في نفس المجال
IT,,'- مطلوب مدير مشروع للعمل لدي شركة ناشية في مجال تقنية المعلومات بمدينة الرياض
IT,,'- مطلوب مطور واجهة امامية اول لديه معرفة قوية ب Angular - JavaScript - TypeScript - HTML وCSS
IT,,'- مطلوب مدير مشروع لديه خبرة مهنية لا تقل عن سنة واحدة في ادارة المشاريع للعمل بمدينة الرياض
IT,,'- مطلوب محلل اعمال لديه خبرة من سنة الي سنتين في مجال البرمجيات للعمل بمدينة الرياض
